name,price,shop,sku,shop_type,detail_url,image_url,comment_num,tag
京东京造户外野餐垫 公园帐篷防潮垫 超声波可机洗地垫 繁花200*200cm,69.9,京东京造自营官方旗舰店,100044491844,自营,https://item.jd.com/100044491844.html,//img14.360buyimg.com/n7/jfs/t1/214376/29/33670/155025/649137b7F8ba9df45/6c606b9bcce87ae3.jpg,50000,户外
科蒂尼塔（COTYNTA）品牌冲锋衣女男三合一可拆卸春秋新款户外拼色厚款防风防水外套 梅紫 XL,1688.0,科蒂尼塔COTYNTA运动旗舰店,10068937286815,非自营,https://item.jd.com/10068937286815.html,//img10.360buyimg.com/n7/jfs/t1/188678/10/32461/103975/63ec9c4cF4ad364c6/e8583dec02cb1487.jpg,7,户外
京东京造 蝶形涂银天幕 户外露营六角天幕帐篷遮阳棚野餐防晒防雨凉棚,299.0,京东京造自营官方旗舰店,100043183346,自营,https://item.jd.com/100043183346.html,//img11.360buyimg.com/n7/jfs/t1/106993/39/26761/84259/64913d42F19ac1dd5/db54b6026a8adfdc.jpg,5000,户外
京东京造 六角速开帐篷 户外露营黑胶款公园帐篷 家庭式防水防晒加大空间,399.0,京东京造自营官方旗舰店,100043402300,自营,https://item.jd.com/100043402300.html,//img10.360buyimg.com/n7/jfs/t1/211798/38/33841/146701/64917221Fe3ad9639/7cb86ec50d195420.jpg,10000,户外
耐智康户外桌椅户外折叠椅子克米特椅蛋卷桌露营桌椅装备钓鱼野餐沙滩椅 冲量款【黑色】 野营套装,24.9,野徒者户外装备旗舰店,10071452937397,非自营,https://item.jd.com/10071452937397.html,//img12.360buyimg.com/n7/jfs/t1/152971/31/32124/46192/64925a84F0b01cefc/fe5a629c4b578804.jpg,2000,户外
匹克（PEAK）防潮垫户外露营公园游玩野餐布加厚防水防潮双面铝膜睡垫2m*2m,22.9,匹克（PEAK）户外露营装备京东自营旗舰店,100054104539,自营,https://item.jd.com/100054104539.html,//img14.360buyimg.com/n7/jfs/t1/169787/21/36062/171405/64158509Fbb0341a4/dde6287e25ac1c96.jpg,5000,户外
京东京造 户外折叠椅 高背海狗椅 铝合金便携式露营桌椅野餐椅子午休凳子,249.0,京东京造自营官方旗舰店,100044259727,自营,https://item.jd.com/100044259727.html,//img12.360buyimg.com/n7/jfs/t1/124818/33/29939/153592/649186bfFefd22c48/a14ad4278522dc1f.jpg,20000,户外
科蒂尼塔（COTYNTA）品牌冲锋衣男女同款春秋 户外防风宽松连帽上衣时尚百搭薄款外套 男女同款黑色 M,1599.0,科蒂尼塔COTYNTA运动旗舰店,10070513214339,非自营,https://item.jd.com/10070513214339.html,//img14.360buyimg.com/n7/jfs/t1/214995/30/26676/84507/640a9b3fF4a4ce3bb/b2fc3948da587516.jpg,8,户外
京东京造14合一多功能工兵铲 露营折叠铲户外铁锹车载兵工铲应急工具铲,169.0,京东京造自营官方旗舰店,100032596198,自营,https://item.jd.com/100032596198.html,//img13.360buyimg.com/n7/jfs/t1/102898/24/29205/67010/64916d93Feccedc01/d616b021968648d1.jpg,5000,户外
夜行者（Night stalker） 夜行者家用防身刀具野外求生刀随身便携露营刀具 T头+皮套,49.0,夜行者户外装备官方旗舰店,10028191511588,非自营,https://item.jd.com/10028191511588.html,//img13.360buyimg.com/n7/jfs/t1/216491/35/28413/145362/6441f5b4F30b6c585/22fb1cb3713e8067.jpg,10000,户外
沃特曼(Whotman)克米特椅户外折叠椅超轻便携式野餐露营装备钓鱼椅沙滩阳台桌椅子休闲写生扶手椅,89.0,沃特曼户外京东自营旗舰店,100037445889,自营,https://item.jd.com/100037445889.html,//img14.360buyimg.com/n7/jfs/t1/132654/24/36771/154256/64708100Fa1ddb2b0/0776b24d49d2b464.jpg,5000,户外
酷然（KORAMAN）充气床气垫单双人床垫露营便携加厚午休气垫卧室休息纳凉乘凉垫 （191cm*73cm）单人+手泵 充气垫,49.0,酷然旗舰店,10077301939762,非自营,https://item.jd.com/10077301939762.html,//img12.360buyimg.com/n7/jfs/t1/106293/10/29130/37490/64869310F45a4e4db/dd03b87d0dab836b.jpg,100,户外
探险者TAN XIAN ZHE 户外折叠桌椅 便携式露营桌椅套装车载铝合金蛋卷桌野餐用品可收纳黑色长桌五件套,408.0,探险者京东自营旗舰店,100031426760,自营,https://item.jd.com/100031426760.html,//img10.360buyimg.com/n7/jfs/t1/220102/2/31954/429016/64acd3f0F084e629b/a52a13624ef1d1fc.jpg,20000,户外
MADNESS HOUSE潮牌山系户外冲锋衣夹克男女款美式机能防水防风露营旅游休闲外套 黑色(美式机能冲锋衣男女同款) XL (建议125-150斤）,398.0,MADNESS HOUSE浦里专卖店,10079093583093,非自营,https://item.jd.com/10079093583093.html,//img13.360buyimg.com/n7/jfs/t1/128836/1/34913/29692/64982653F195f154a/efcbcb6913d247e3.jpg,20,户外
原始人（The Primitive） 原始人户外折叠水桶家用储水带龙头车载水箱便携式塑料蓄水容器 15L加厚,19.8,原始人旗舰店,10057271627904,非自营,https://item.jd.com/10057271627904.html,//img14.360buyimg.com/n7/jfs/t1/146482/36/35625/171626/64b4a299F644e7d93/a42c1e93106d0f61.jpg,2000,户外
四万公里旅行折叠拖鞋非一次性便携沙滩鞋浴室防滑拖鞋男女情侣凉拖SW2323,28.0,四万公里旅行用品京东自营旗舰店,100023606594,自营,https://item.jd.com/100023606594.html,//img14.360buyimg.com/n7/jfs/t1/175155/1/34039/102461/6472e814F7ecf2ba6/60282219b3796b78.jpg,20000,户外
伯希和户外求生应急口哨消防装备铝合金高音救生哨子PE216206801酸橙色,9.9,伯希和（Pelliot）京东自营旗舰店,100040440954,自营,https://item.jd.com/100040440954.html,//img14.360buyimg.com/n7/jfs/t1/118087/24/36109/92631/6491c993Feec17bff/c823f616bdaded83.jpg,1000,户外
探险者（TAN XIAN ZHE） 帐篷户外露营公园野外儿童家庭全自动遮阳防暴雨便携式多人帐篷 3-5人黑胶遮阳帐篷【鹿角咖】,369.0,探险者运动户外旗舰店,10048782259888,非自营,https://item.jd.com/10048782259888.html,//img13.360buyimg.com/n7/jfs/t1/17903/32/18659/187878/62f76113E65a65ed6/77cff63f05c5c1d3.jpg,20000,户外
热带熊（TROPICAL BEAR）天幕户外露营遮阳防晒防雨天幕帐篷野外便携野营遮阳棚 流沙金【中号3*4】,69.0,热带熊运动户外旗舰店,10068875988448,非自营,https://item.jd.com/10068875988448.html,//img13.360buyimg.com/n7/jfs/t1/80972/28/24987/175243/6459b02eF448ad75b/2aff29afd6e772b4.jpg,2000,户外
科蒂尼塔（COTYNTA）品牌户外冲锋衣女男春秋新款薄款大码弹力外套情侣运动登山裤套装 女款大红色冲锋衣 L,1603.0,科蒂尼塔COTYNTA运动旗舰店,10069102283630,非自营,https://item.jd.com/10069102283630.html,//img10.360buyimg.com/n7/jfs/t1/51904/40/23304/91308/63f034f7F23dc56a0/f4481090f964d4db.jpg,1,户外
骆驼CamelTex户外御寒冲锋衣男防油污外套三合一登山服 AD2226a3513,679.0,骆驼CAMEL户外京东自营旗舰店,100032139879,自营,https://item.jd.com/100032139879.html,//img14.360buyimg.com/n7/jfs/t1/124322/22/34133/87487/64b0ba03Fa27b973c/e34028ff543d1950.jpg,10000,户外
探路蜂天幕帐篷户外露营装备野营遮阳棚野餐桌椅防晒公园露营 3m*3m涂银天幕,49.0,探路蜂旗舰店,10078241637329,非自营,https://item.jd.com/10078241637329.html,//img14.360buyimg.com/n7/jfs/t1/121149/17/37591/111149/64895851F5a98f77f/44166cfc4ecee40d.jpg,200,户外
燃大师折叠椅户外露营便携靠背钓鱼椅懒人椅家庭休闲月亮椅旅游旅行椅 月亮椅*1,29.0,燃大师旗舰店,10078535759084,非自营,https://item.jd.com/10078535759084.html,//img14.360buyimg.com/n7/jfs/t1/107326/13/39508/138346/64acdf01F62d78b22/88d40684a7108230.jpg,9,户外
京东京造 户外露营收纳箱 可折叠衣服玩具整理箱车载储物箱 木盖款大号55L,83.9,京东京造自营官方旗舰店,100023271467,自营,https://item.jd.com/100023271467.html,//img12.360buyimg.com/n7/jfs/t1/134136/22/32087/141537/6491463bF5c71335e/985ecc4e15d3f88f.jpg,10000,户外
奥然户外桌椅折叠桌子蛋卷桌便携套装合金桌露营野餐露营野炊 【大号】胡桃木色碳钢桌+手提袋,89.0,奥然运动户外旗舰店,10071845371401,非自营,https://item.jd.com/10071845371401.html,//img11.360buyimg.com/n7/jfs/t1/139089/8/35898/73456/64a23d40F131b8bcf/1268b07ba520e81e.jpg,2000,户外
尚都比拉法式V领修身连衣裙夏季收腰气质a字中长款裙子女 玫瑰红 XL,269.0,尚都比拉京东自营旗舰店,100046472332,自营,https://item.jd.com/100046472332.html,//img12.360buyimg.com/n7/jfs/t1/127143/33/32800/132062/646c92a1F90ab8ceb/e2bcc41afcdc0723.jpg,500,女装
秋水伊人法式优雅连衣裙夏季新款女装碎花气质中长款连衣裙 花料 S,279.0,秋水伊人旗舰店,10071385404728,非自营,https://item.jd.com/10071385404728.html,//img13.360buyimg.com/n7/jfs/t1/114954/16/34085/139391/64b2e969F4ea843e4/1f335569c99ef18b.jpg,50,女装
拉夏贝尔原单连衣裙小个子遮肚短袖夏23年女韩系宽松显瘦时尚减龄针织 粉色 XL(建议115-125斤),139.0,拉夏贝尔冷冰玉专卖店,10070582198223,非自营,https://item.jd.com/10070582198223.html,//img13.360buyimg.com/n7/jfs/t1/170526/40/36985/47912/640c4f05F8ea6e735/af0930cfff0e8a6b.jpg,100,女装
Nipendo轻奢品牌连衣裙女士短袖洋气2023年新款春夏印花真丝A字裙 花色 S,2088.0,Nipendo旗舰店,10068988503810,非自营,https://item.jd.com/10068988503810.html,//img10.360buyimg.com/n7/jfs/t1/196183/38/31672/164983/63edd886F1a9ea6e4/a2b3a72061de7a14.jpg,1,女装
罗蒙（ROMON）飞飞袖连衣裙2023年夏季新款别致甜美设计感短裙宽松休闲公主裙子 图片色  L（建议105-115斤）,138.0,罗蒙聚才专卖店,10076667989807,非自营,https://item.jd.com/10076667989807.html,//img12.360buyimg.com/n7/jfs/t1/155919/15/34610/212796/647ead44F2cb4c79d/32661ee7e4ecee69.jpg,34,女装
德玛纳（dme）连衣裙佩斯利印花V领五分袖绑带X型伞裙a字女中长款 红色 XL,169.0,德玛纳（dme）京东自营旗舰店,100038180130,自营,https://item.jd.com/100038180130.html,//img10.360buyimg.com/n7/jfs/t1/200218/39/35570/201529/64897ffeF62da34c5/bb283a928cf1b252.jpg,200,女装
蕉内×CareBears联名休闲裤女士运动A字型阔腿防泼水工装短裤女装夏季 艾叶绿 M,119.0,Bananain蕉内官方旗舰店,10071848723138,非自营,https://item.jd.com/10071848723138.html,//img13.360buyimg.com/n7/jfs/t1/153917/16/26535/55232/6495ced1F7ca90ae0/42d19887f1a6184e.jpg,200,女装
红袖夏季2023新款女装 印花泡泡袖收腰V领套头连衣裙 米底花611 M,399.0,红袖官方旗舰店,10072450395745,非自营,https://item.jd.com/10072450395745.html,//img10.360buyimg.com/n7/jfs/t1/136582/13/38100/223788/64b34ceeFf69d2408/4dfcbd675744f3c7.jpg,100,女装
衣图雅新款连衣裙夏季女生裙子夏天2023法式蝴蝶结仙女收腰显瘦学生短裙 灰色 均码,88.0,衣图雅旗舰店,10076339687759,非自营,https://item.jd.com/10076339687759.html,//img14.360buyimg.com/n7/jfs/t1/97698/20/29163/55751/646a0b0dF8441a34c/c1c90151c7c3e819.jpg,100,女装
Nipendo2023夏季新款重磅真丝连衣裙女夏新款优雅时尚收腰显瘦桑蚕丝裙 酒红色 M,2869.0,Nipendo旗舰店,10069381863327,非自营,https://item.jd.com/10069381863327.html,//img12.360buyimg.com/n7/jfs/t1/126293/21/33812/79649/64a515d7F3ec1cf36/34701665a402573d.jpg,2,女装
宏资琦 连衣裙2023夏季新款女装甜美气质短款V领上衣网纱半身裙子两件装 米白色上衣+卡其色半身裙 M（建议98——108斤）,128.0,宏姿琦服饰旗舰店,10048329928677,非自营,https://item.jd.com/10048329928677.html,//img12.360buyimg.com/n7/jfs/t1/134730/4/26469/140496/624adf91Eca81c5fb/d12f58f296376592.jpg,2000,女装
索菲堡 100%新疆棉2023夏季短袖t恤女宽松百搭设计感小众洋气ins上衣潮 白色（粉图） M,38.0,索菲堡服饰旗舰店,10069412888085,非自营,https://item.jd.com/10069412888085.html,//img10.360buyimg.com/n7/jfs/t1/96150/26/35115/161065/63f602d8F3ed3b0d7/c3b2656d3dcc55c1.jpg,5000,女装
Halo Queen短袖连衣裙女翻领收腰单排扣纯色裙子女 H132Q1215,159.0,Halo Queen服饰京东自营旗舰店,100052682089,自营,https://item.jd.com/100052682089.html,//img14.360buyimg.com/n7/jfs/t1/54017/20/20063/67087/644787a0Ffde83e2c/38bea3bdc617d0d0.jpg,500,女装
俞兆林女装 冰丝针织衫短袖t恤女薄款半袖上衣 Y12KT1930 白色 均码,69.0,俞兆林女服京东自营旗舰店,100042912630,自营,https://item.jd.com/100042912630.html,//img10.360buyimg.com/n7/jfs/t1/165290/15/34813/85227/64a78983Ff6980809/103e051119fd4302.jpg,1000,女装
Halo Queen短袖t恤女2023年夏季印花上衣韩版宽松bf风女学生 HW1KD95,69.0,Halo Queen服饰京东自营旗舰店,100017802861,自营,https://item.jd.com/100017802861.html,//img11.360buyimg.com/n7/jfs/t1/89713/24/30813/130895/63934d92Ed274ffad/de056f42f163a685.jpg,2000,女装
械迪2023年新款桑蚕丝短袖衬衫夏季女装气质印花v领法式衬衣套头 抽象印花 L,1869.0,械迪女装旗舰店,10072904767981,非自营,https://item.jd.com/10072904767981.html,//img11.360buyimg.com/n7/jfs/t1/217682/34/27729/58791/6435290bF707af05a/ffad6b0082172cfe.jpg,0,女装
哈吉斯（HAZZYS）女装 2023年春季新款斜领气质时尚女针织连衣裙AQWSE03BF02 藏青色NV 165/88A 40,1195.0,HAZZYS官方旗舰店,10068548589609,非自营,https://item.jd.com/10068548589609.html,//img14.360buyimg.com/n7/jfs/t1/102601/5/41383/60165/64b2f5b9F0de63777/c4d809adcce9c684.jpg,100,女装
红蜻蜓（RED DRAGONFLY） 纯棉短袖t恤女白色半袖体恤女夏装2023年新款韩版宽松女士上衣潮 蓝色方块 M,89.0,红蜻蜓服饰旗舰店,10069130580444,非自营,https://item.jd.com/10069130580444.html,//img14.360buyimg.com/n7/jfs/t1/195841/14/32163/122160/63f6e4d7F31ebb359/6d216f8c71dc8f45.jpg,2000,女装
西遇法式桔梗连衣裙2023夏季新款泡泡袖高级气质A字收腰白色长裙 白色 M,257.0,西遇旗舰店,10070297942347,非自营,https://item.jd.com/10070297942347.html,//img12.360buyimg.com/n7/jfs/t1/223158/20/29562/47014/64b2def7F01c9e41d/d049bc07e9c8f339.jpg,500,女装
伊芙丽（eifini）伊芙丽浪漫粉色飘逸高级感醋酸仙女裙连衣裙2023夏装新款轻薄长裙 米白 155/80A/S,539.0,伊芙丽官方旗舰店,10076763528847,非自营,https://item.jd.com/10076763528847.html,//img12.360buyimg.com/n7/jfs/t1/173914/37/37174/74269/64b2d46bFbfb47c31/005e4025421989b0.jpg,100,女装
妖精的口袋重工法式白色吊带连衣裙女2023夏季新款蛋糕裙v领公主长裙 芝士米白色 M,365.0,妖精的口袋旗舰店,10076482800733,非自营,https://item.jd.com/10076482800733.html,//img13.360buyimg.com/n7/jfs/t1/97530/3/31778/75155/64b2f8f8Fdab50b33/0921b924d2d03b90.jpg,87,女装
Nipendo轻奢品牌桑蚕丝连衣裙女士春夏装2023新款真丝碎花裙子 花色 XL,2158.0,Nipendo旗舰店,10069381851775,非自营,https://item.jd.com/10069381851775.html,//img10.360buyimg.com/n7/jfs/t1/164680/9/34457/172617/63f5b7cdF3d56953b/7edc9bdc4eb947c1.jpg,0,女装
与欣2023新款裙子夏季女法式桔梗碎花公主裙吊带连衣裙仙气仙森系 连衣裙 均码【可备注码数】,118.0,与欣旗舰店,10075383786410,非自营,https://item.jd.com/10075383786410.html,//img10.360buyimg.com/n7/jfs/t1/116556/12/36434/33524/645bd7dcF2504c5ca/b4e34afe465faf1a.jpg,200,女装
尚都比拉夏季气质优雅上衣知性金属珍珠纽扣波边V领针织衫女 白色 XL,129.0,尚都比拉京东自营旗舰店,100024784923,自营,https://item.jd.com/100024784923.html,//img13.360buyimg.com/n7/jfs/t1/175130/10/37446/46721/646d8a5bFe32557e9/db2026743bfb631e.jpg,200,女装
艾珠儿（Aizhuer）连衣裙夏季2023年新款韩版短袖显瘦中长款雪纺两件装夏天裙子女 图片色 M,128.0,艾珠儿服饰旗舰店,10027553643798,非自营,https://item.jd.com/10027553643798.html,//img13.360buyimg.com/n7/jfs/t1/161802/24/11773/159341/6048e3a0Efa0d728c/4ccc4815f4964917.jpg,5000,女装
艾珠儿（Aizhuer）新中式国风连衣裙夏季2023新款改良旗袍年轻法式气质吊带裙子夏天 杏色 M,136.0,艾珠儿服饰旗舰店,10074109800893,非自营,https://item.jd.com/10074109800893.html,//img13.360buyimg.com/n7/jfs/t1/222005/9/26702/75795/6447f768Ff50fb133/bf66fded7ed70089.jpg,1000,女装
香影（xiangying）连衣裙女夏2023新款刺绣方领碎花泡泡袖网纱裙超仙 粉色方领2275款 M,128.0,香影女装旗舰店,10049291613194,非自营,https://item.jd.com/10049291613194.html,//img14.360buyimg.com/n7/jfs/t1/116808/18/33042/123916/64b2d6bbFee8d2a9e/47887845e8371b9a.jpg,200,女装
械迪轻奢品牌女装2023春夏新款短袖连衣裙时尚女装雪纺裙子 蓝色 2XL,2389.0,械迪女装旗舰店,10069517285295,非自营,https://item.jd.com/10069517285295.html,//img10.360buyimg.com/n7/jfs/t1/3697/29/19096/150916/63f83541F9a3f6631/f802fb9c41154a84.jpg,0,女装
La Chapelle拉夏贝尔连衣裙女装23年夏季小香风设计法式吊带碎花裙子女碎花M,359.0,La Chapelle服饰京东自营专区,100036195334,自营,https://item.jd.com/100036195334.html,//img14.360buyimg.com/n7/jfs/t1/87985/23/36347/141239/6469e852F17883fdf/82078d45f319a8d8.jpg,2000,女装
秋水伊人法式V领印花连衣裙夏季雪纺荷叶边裙子淑女气质连衣裙女 花料 M,298.9,秋水伊人旗舰店,10071384987964,非自营,https://item.jd.com/10071384987964.html,//img14.360buyimg.com/n7/jfs/t1/169362/17/37995/108876/64b2c596Fd6271a7b/469fbeab9d2e907d.jpg,200,女装
品彩短袖连衣裙女夏季翻领显瘦桔梗裙连衣裙 PW1KDL469,159.0,品彩（PinCai）服饰京东自营旗舰店,100017345551,自营,https://item.jd.com/100017345551.html,//img11.360buyimg.com/n7/jfs/t1/106893/25/38335/59109/64478f77F2793072f/52aa155624dab35f.jpg,1000,女装
VEGA CHANG法式茶歇连衣裙女2023夏季新款收腰显瘦泡泡袖碎花裙子 黄碎花 S,279.0,VEGA CHANG旗舰店,10076577969313,非自营,https://item.jd.com/10076577969313.html,//img13.360buyimg.com/n7/jfs/t1/165564/34/34987/65720/64b264a0F36b228bb/b4f6256f92f36fac.jpg,57,女装
AEMAPE美国苹果女装裙子夏天2023夏季新款宽松针织开衫碎花吊带连衣裙女 单件粉色吊带裙 M_[建议80-100斤],66.0,AEMAPE诗蔓专卖店,10070724418918,非自营,https://item.jd.com/10070724418918.html,//img13.360buyimg.com/n7/jfs/t1/90122/22/31247/46548/6435442aFe17a0b8d/ca3d57b4fa44e344.jpg,200,女装
花临涧 品牌女装 针织衫女夏季2023新款法式V领气质百搭修身短袖上衣 杏色 XL 111-125斤,1988.0,花临涧官方旗舰店,10072261756827,非自营,https://item.jd.com/10072261756827.html,//img12.360buyimg.com/n7/jfs/t1/141167/33/36052/82342/64a4e2b8F1c65ccfc/9e0e83e6d09de4ea.jpg,1,女装
尚都比拉新中式立领盘扣旗袍改良版花瓣袖雪纺碎花连衣裙夏季 杏底花色 M,359.0,尚都比拉京东自营旗舰店,100051216934,自营,https://item.jd.com/100051216934.html,//img14.360buyimg.com/n7/jfs/t1/138299/15/32323/74004/646cc3deF2009bcb8/44bea1a4bca5deed.jpg,200,女装
尚都比拉夏季针织衫女薄款开衫外套v领七分袖外搭空调衫 白色 均码,129.0,尚都比拉京东自营旗舰店,100026056489,自营,https://item.jd.com/100026056489.html,//img14.360buyimg.com/n7/jfs/t1/178037/3/34220/236344/646c85a2Fb24033f8/67e92d292dfb34b1.jpg,200,女装
蕉内凉皮502Go女士方领短袖T恤凉感透气罗纹显瘦不易变形肌底衣夏季 【方领】象牙白 M,99.0,Bananain蕉内官方旗舰店,10069317280124,非自营,https://item.jd.com/10069317280124.html,//img14.360buyimg.com/n7/jfs/t1/90675/31/34173/24416/63f46434F35a48447/07c17d1356dde742.jpg,1000,女装
品彩碎花短袖连衣裙女夏气质优雅方领温柔中长裙a字裙 P132Q1381,189.0,品彩（PinCai）服饰京东自营旗舰店,100044600636,自营,https://item.jd.com/100044600636.html,//img11.360buyimg.com/n7/jfs/t1/168632/14/35343/89131/6401db79F8eb29d16/d4301f9068a76928.jpg,2000,女装
筱质磐 宽松百搭裤子女夏季薄款小个子黑色运动裤束脚速干九分凉凉裤 黑色 M码(建议100-120斤),39.9,筱质磐服饰旗舰店,10069476795007,非自营,https://item.jd.com/10069476795007.html,//img12.360buyimg.com/n7/jfs/t1/102483/4/34471/81730/63f72fa8F7311692c/321bb03fa4c74787.jpg,2000,女装
械迪2023夏季女装新款简约清新真丝裙子女时尚法式碎花桑蚕丝连衣裙女 粉色 L,3869.0,械迪女装旗舰店,10073095194852,非自营,https://item.jd.com/10073095194852.html,//img12.360buyimg.com/n7/jfs/t1/175500/14/35454/104438/6437ba00Fcded7b2c/00984fefd238c012.jpg,0,女装
伊芙丽2023夏装新款复古猫咪印花拉浆工艺撞色复古短袖T恤女夏 米白 165/88A/L,199.0,伊芙丽官方旗舰店,10073158028300,非自营,https://item.jd.com/10073158028300.html,//img10.360buyimg.com/n7/jfs/t1/153648/31/23161/124078/64b2efceF7b47fa9a/fac313fa377f514b.jpg,200,女装
Halo Queen连衣裙女夏季短袖polo领感赫本风显瘦小黑裙女 H134Q1606,169.0,Halo Queen服饰京东自营旗舰店,100048779980,自营,https://item.jd.com/100048779980.html,//img10.360buyimg.com/n7/jfs/t1/90750/23/32125/121322/6434f288F53223312/2c642983dca833e0.jpg,200,女装
Halo Queen短袖连衣裙女法式赫本风泡泡袖夏季小个子显瘦长裙 H135Q1705,159.0,Halo Queen服饰京东自营旗舰店,100053316136,自营,https://item.jd.com/100053316136.html,//img11.360buyimg.com/n7/jfs/t1/69725/9/24670/50080/6476bd5bFc667695e/9bc5ba46fc097a3b.jpg,100,女装
初申夏款复古条纹短袖T恤女撞色拼接百搭圆领上衣 SW1KDE6,49.0,初申女装京东自营旗舰店,100031803160,自营,https://item.jd.com/100031803160.html,//img10.360buyimg.com/n7/jfs/t1/6695/1/25342/116319/64b0e36dF474575d1/39f4be6d0224f434.jpg,10000,女装
浪莎裙裤女七分阔腿裤夏季薄款高腰显瘦垂感休闲裤a字版裙裤女,79.9,浪莎（LangSha）服饰女装京东自营专区,100060303265,自营,https://item.jd.com/100060303265.html,//img10.360buyimg.com/n7/jfs/t1/212096/13/33429/174486/648adcb8Fc4abf848/cddcedbca748e8be.jpg,200,女装
Nipendo轻奢品牌连衣裙女士短袖洋气2023年新款春夏印花真丝A字裙 花色 S,2088.0,Nipendo旗舰店,10068988503810,非自营,https://item.jd.com/10068988503810.html,//img10.360buyimg.com/n7/jfs/t1/196183/38/31672/164983/63edd886F1a9ea6e4/a2b3a72061de7a14.jpg,1,女装
EGGKA 挂脖连衣裙女无袖肌理感夏季2023新款法式设计感小众裙子 杏色-长 E23D1567BJ 均码,179.9,EGGKA官方旗舰店,10078253668111,非自营,https://item.jd.com/10078253668111.html,//img11.360buyimg.com/n7/jfs/t1/102336/27/28346/58832/6489526bF820b96f4/ca25c5f9a680696f.jpg,64,女装
妍莉芬 休闲裤女装时尚棉麻套装女2023夏季新款休闲阔腿裤两件装裤子 灰色 L(建议105斤-115斤),128.0,妍莉芬服饰旗舰店,10050708856680,非自营,https://item.jd.com/10050708856680.html,//img10.360buyimg.com/n7/jfs/t1/210838/40/21438/129567/626a0d53Ef55e7826/4b8f91810fdca18d.jpg,1000,女装
初申法式通勤泡泡袖短袖连衣裙女中长款衬衫裙S132Q1473,169.0,初申女装京东自营旗舰店,100054363507,自营,https://item.jd.com/100054363507.html,//img12.360buyimg.com/n7/jfs/t1/196327/9/33169/81866/640714f8Fb1209ab7/2e9c82bceb5e899f.jpg,200,女装
蕉下（beneunder）休闲裤女阔腿裤女春夏凉感宽松垂感显瘦透气松紧腰UPF50+漫暮黑L,299.0,蕉下京东自营旗舰店,100025516397,自营,https://item.jd.com/100025516397.html,//img12.360buyimg.com/n7/jfs/t1/216867/33/34689/85176/64b52326Fae3643c4/7ae329547494b691.jpg,2000,女装
百图betu女装2023春季新款针织衫温柔系田园风V领短袖针织衫女2302T03 浅紫 M,122.0,betu百图旗舰店,10067981936859,非自营,https://item.jd.com/10067981936859.html,//img14.360buyimg.com/n7/jfs/t1/79552/4/19895/116326/63e5fdfaFf74d46a0/51919eda77d06475.jpg,200,女装
Nipendo轻奢品牌桑蚕丝连衣裙女士春夏装2023新款真丝碎花裙子 花色 XL,2158.0,Nipendo旗舰店,10069381851775,非自营,https://item.jd.com/10069381851775.html,//img10.360buyimg.com/n7/jfs/t1/164680/9/34457/172617/63f5b7cdF3d56953b/7edc9bdc4eb947c1.jpg,0,女装
对白×冯玮艺术家联名气质连衣裙女夏2023新款衬衫裙 白色沙发 160/M,389.9,对白旗舰店,10075510421610,非自营,https://item.jd.com/10075510421610.html,//img10.360buyimg.com/n7/jfs/t1/173686/16/37409/64705/64b34737Fc3809a10/3417adcf027da137.jpg,200,女装
VEGA CHANG法式复古连衣裙女夏季设计感小众小个子荷叶边印花裙子 宫廷印花（短款） L,229.0,VEGA CHANG旗舰店,10071713916779,非自营,https://item.jd.com/10071713916779.html,//img14.360buyimg.com/n7/jfs/t1/110768/20/38304/79453/64b25cf2Ff110f896/f9c110737817cc9c.jpg,200,女装
百图betu女装2023夏季新款连衣裙V字翻领收腰短袖牛仔连衣裙女2303D07 牛仔色 M,409.0,betu百图旗舰店,10071035189890,非自营,https://item.jd.com/10071035189890.html,//img10.360buyimg.com/n7/jfs/t1/186601/28/34594/112056/64b2f254F3651c95c/c47a0512f1dae191.jpg,200,女装
美莎尼纯棉短袖t恤女夏2023新款韩版显瘦百搭圆领不规则上衣体恤衫 浅咖啡色【M款】 XL 建议110-125斤,39.9,美莎尼服饰旗舰店,10070506165100,非自营,https://item.jd.com/10070506165100.html,//img10.360buyimg.com/n7/jfs/t1/165846/17/33694/55678/64164197Fd90f3b16/3b4919155073ac8c.jpg,2000,女装
棉致森马集团旗下短袖t恤女设计感夏季2023新款女装修身显瘦休闲圆领 白色[螺纹亲肤面料] L （100-115斤）,59.0,棉致札荃九专卖店,10071003917181,非自营,https://item.jd.com/10071003917181.html,//img11.360buyimg.com/n7/jfs/t1/199373/20/37295/61811/64856a9eF58a2e927/0b66df26ed036093.jpg,1000,女装
初申法式通勤泡泡袖短袖连衣裙女中长款衬衫裙S132Q1473,169.0,初申女装京东自营旗舰店,100054363507,自营,https://item.jd.com/100054363507.html,//img12.360buyimg.com/n7/jfs/t1/196327/9/33169/81866/640714f8Fb1209ab7/2e9c82bceb5e899f.jpg,200,女装
蕉下（beneunder）休闲裤女阔腿裤女春夏凉感宽松垂感显瘦透气松紧腰UPF50+漫暮黑L,299.0,蕉下京东自营旗舰店,100025516397,自营,https://item.jd.com/100025516397.html,//img12.360buyimg.com/n7/jfs/t1/216867/33/34689/85176/64b52326Fae3643c4/7ae329547494b691.jpg,2000,女装
